calls,total_seconds,average_seconds,p50_seconds,p90_seconds,p95_seconds,p99_seconds,average_retained_bytes,copy_share,direct_root_mutation_ratio_weighted,candidate_copies_retained,candidate_copies_discarded
17786,23.877472810214385,0.0013424869453623292,0.0013914499431848526,0.0017779500922188163,0.0019246750161983073,0.0024283899809233855,44817.333333333336,0.19796806236702102,0.16701735269621196,0,17743
