iteration,current_cost,candidate_cost,best_cost,accepted,candidate_feasible,shadow_failed,shadow_fail_reasons,shadow_fail_samples,destroy,repair,action_id,action_display_name,operator_mode,action_registry_fingerprint,temperature,no_improve_counter,is_global_best_improvement,delta_cost_from_current,truck_cost,truck_transport_cost,truck_fixed_cost,tractor_distance_cost,trailer_fixed_cost,van_cost,van_transport_cost,van_fixed_cost,drone_cost,drone_transport_cost,drone_fixed_cost,truck_distance,van_distance,drone_distance,drone_energy,used_trucks,used_tractors,used_trailers,used_vans,used_drones,used_drone_sorties,waiting_cost,waiting_cost_reported,penalty_cost,total_cost,van_waiting_time,drone_waiting_time,early_waiting_time,num_time_window_violations,waiting_cost_reported_not_optimized,feasible,violations
31,1317.7647944280202,70839.9296189954,1123.11017858475,False,False,False,{},[],cascade_aware_removal,cascade_repair,15,Cascade + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,985.1082442083698,20,False,69522.16482456739,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,227.14486133717162,109.14486133717163,118.0,169.40345844182744,0.40345844182743557,169.0,143.7208804230052,124.73698438533901,7.758816188989146,0.8660778570959133,1,1,1,2,1,1,3.7727243718959413,3.7727243718959413,70000.0,70839.9296189954,5.819112141741812,0.0,0.0,0.0,True,False,"['unassigned customers remain: [6, 7, 8, 9, 11, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24]', 'high-floor customer 6 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 15 must be served by drone.', 'high-floor customer 20 must be served by drone.', 'high-floor customer 22 must be served by drone.', 'high-floor customer 23 must be served by drone.']"
32,1317.7647944280202,51151.89012887863,1123.11017858475,False,False,False,{},[],related_customer_removal,greedy_van_repair,9,Related + Local,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,984.6156900862657,21,False,49834.12533445061,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,357.2137720618017,180.2137720618017,177.0,351.2950576004299,13.295057600429935,338.0,143.7208804230052,205.9585966420591,255.6741846236526,27.940347747355798,1,1,1,3,2,9,195.92598774744656,195.92598774744656,50000.0,51151.89012887863,239.12597676291946,63.07349019972304,0.0,4.0,True,False,"['customer 16 service_start 384.887 exceeds latest 360.000.', 'customer 6 service_start 365.340 exceeds latest 360.000.', 'drone_id drone_0 is carried by van_1 before sortie but launches from van_0.', 'customer 22 service_start 367.101 exceeds latest 360.000.', 'drone_id drone_0 is carried by van_1 before sortie but launches from van_0.']"
33,1317.7647944280202,351240.76739194064,1123.11017858475,False,False,False,{},[],cascade_aware_removal,best_mode_repair,12,Cascade + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,984.1233822412225,22,False,349923.0025975126,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,277.6078385251426,159.6078385251426,118.0,519.7782541990765,12.7782541990765,507.0,143.7208804230052,182.40895831444868,245.7356576745481,23.844412855644887,1,1,1,2,3,11,18675.14091244839,18675.14091244839,350000.0,351240.76739194064,19285.11985696537,9519.724738070705,0.0,32.0,True,False,"['customer 5 service_start 4957.223 exceeds latest 360.000.', 'customer 17 service_start 4973.345 exceeds latest 360.000.', 'customer 18 service_start 4995.777 exceeds latest 360.000.', 'customer 12 service_start 5007.977 exceeds latest 360.000.', 'customer 24 service_start 5027.768 exceeds latest 360.000.', 'customer 21 service_start 5048.530 exceeds latest 360.000.', 'customer 6 service_start 5010.364 exceeds latest 360.000.', 'customer 8 service_start 5018.279 exceeds latest 360.000.', 'customer 11 service_start 5032.461 exceeds latest 360.000.', 'customer 20 service_start 5019.377 exceeds latest 360.000.', 'customer 15 service_start 5033.608 exceeds latest 360.000.', 'customer 13 service_start 5056.059 exceeds latest 360.000.', 'customer 7 service_start 5086.112 exceeds latest 360.000.', 'customer 22 service_start 5037.943 exceeds latest 360.000.', 'customer 23 service_start 5034.897 exceeds latest 360.000.', 'timing fixed-point did not converge within 54 iterations.', 'van_1 departs position 4 before recovery_time 5058.968.', 'van_1 position 5 arrival 5007.977 is before propagated recovery arrival 5071.168.', 'van_1 departs position 1 before recovery_time 5012.751.', 'van_1 position 2 arrival 4957.223 is before propagated recovery arrival 5025.938.', 'van_2 departs position 2 before recovery_time 5095.178.', 'van_2 position 3 arrival 5027.768 is before propagated recovery arrival 5114.510.', 'van_1 departs position 1 before recovery_time 5023.807.', 'van_1 position 2 arrival 4957.223 is before propagated recovery arrival 5036.994.', 'van_1 departs position 5 before recovery_time 5053.149.', 'van_1 position 6 arrival 5018.086 is before propagated recovery arrival 5063.259.', 'van_1 departs position 1 before recovery_time 5030.778.', 'van_1 position 2 arrival 4957.223 is before propagated recovery arrival 5043.964.', 'van_1 departs position 2 before recovery_time 5036.439.', 'van_1 position 3 arrival 4973.345 is before propagated recovery arrival 5052.561.', 'van_1 departs position 5 before recovery_time 5039.448.', 'van_1 position 6 arrival 5018.086 is before propagated recovery arrival 5049.557.', 'drone_id drone_2 launch_position 1 is before previous recovery_position 5.', 'drone_id drone_2 launch_position 4 is before previous recovery_position 5.', 'drone_id drone_3 launch_position 1 is before previous recovery_position 5.']"
34,1313.7994762410062,1313.7994762410062,1123.11017858475,True,True,False,{},[],random_customer_removal,regret_repair,2,Random + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,983.631320550102,23,False,-3.9653181870139633,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,354.5284309369771,177.5284309369771,177.0,515.8897460876292,8.889746087629229,507.0,143.7208804230052,202.88963535654523,170.95665553133134,20.00693269834101,1,1,1,3,3,8,89.933404563004,89.933404563004,0.0,1313.7994762410062,87.75012765488032,50.96463516723384,0.0,0.0,True,True,[]
35,1230.6179180993809,1230.6179180993809,1123.11017858475,True,True,False,{},[],cascade_aware_removal,regret_repair,14,Cascade + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,983.139504889827,24,False,-83.18155814162537,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,267.0090857416342,149.0090857416342,118.0,520.2275331413466,13.227533141346626,507.0,143.7208804230052,170.2960979904391,254.375637333589,27.888944893722336,1,1,1,2,3,7,145.74570775984267,145.74570775984267,0.0,1230.6179180993809,80.81526427934199,143.98531324226624,0.0,0.0,True,True,[]
36,1233.4699069798007,1233.4699069798007,1123.11017858475,True,True,False,{},[],random_customer_removal,regret_repair,2,Random + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,982.6479351373821,25,False,2.851988880419867,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,270.21153799898354,152.21153799898354,118.0,519.8770697644172,12.877069764417241,507.0,143.7208804230052,173.95604342740975,247.63595700802387,29.052607650202308,1,1,1,2,3,7,140.0589713731541,140.0589713731541,0.0,1233.4699069798007,77.92342150704945,138.10584025102887,0.0,0.0,True,True,[]
37,1232.6416050717748,1232.6416050717748,1123.11017858475,True,True,False,{},[],cascade_aware_removal,regret_repair,14,Cascade + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,982.1566111698135,26,False,-0.8283019080258782,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,270.1691959564246,152.1691959564246,118.0,519.0911098989501,12.09110989895013,507.0,143.7208804230052,173.9076525216281,232.52134421057943,32.104819445762345,1,1,1,2,3,6,108.67293480023291,108.67293480023291,0.0,1232.6416050717748,72.93615817830613,94.6827643927472,0.0,0.0,True,True,[]
38,1232.6416050717748,41332.78868080549,1123.11017858475,False,False,False,{},[],cascade_aware_removal,greedy_van_repair,13,Cascade + Local,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,981.6655328642286,27,False,40100.147075733716,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,370.72654565016717,193.72654565016717,177.0,518.6808359389262,11.680835938926139,507.0,143.7208804230052,221.4017664573339,224.6314603639642,24.928789966351992,1,1,1,3,3,7,179.31072752726269,179.31072752726269,40000.0,41332.78868080549,166.81558777516813,109.75622846225502,0.0,3.0,True,False,"['customer 17 service_start 395.971 exceeds latest 360.000.', 'drone_id drone_1 is carried by van_1 before sortie but launches from van_0.', 'customer 23 service_start 364.614 exceeds latest 360.000.', 'drone_id drone_1 is carried by van_1 before sortie but launches from van_0.']"
39,1232.6416050717748,51323.782375717165,1123.11017858475,False,False,False,{},[],random_customer_removal,greedy_van_repair,1,Random + Local,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,981.1747000977965,28,False,50091.14077064539,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,362.8979069491688,185.8979069491688,177.0,517.5031695515971,10.503169551597157,507.0,143.7208804230052,212.45475079905006,201.98402983840688,17.254397719863253,1,1,1,3,3,9,130.79429897465906,130.79429897465906,50000.0,51323.782375717165,98.27843256578922,103.46084605836359,0.0,2.0,True,False,"['unassigned customers remain: [22]', 'drone_id drone_1 is carried by van_2 before sortie but launches from van_0.', 'customer 13 service_start 368.105 exceeds latest 360.000.', 'drone_id drone_1 is carried by van_2 before sortie but launches from van_0.', 'high-floor customer 22 must be served by drone.']"
40,1084.2527718957374,1084.2527718957374,1084.2527718957374,True,True,False,{},[],cascade_aware_removal,regret_repair,14,Cascade + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,980.6841127477477,0,True,-148.38883317603745,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,291.6480799050137,173.64807990501365,118.0,349.2233927743237,11.223392774323738,338.0,143.7208804230052,198.45494846287275,215.83447642930267,26.812527601755196,1,1,1,2,2,6,75.38038976094334,75.38038976094334,0.0,1084.2527718957374,37.8338293178212,78.43412404096031,0.0,0.0,True,True,[]
41,1084.2527718957374,21057.7578771115,1084.2527718957374,False,False,False,{},[],related_customer_removal,cascade_repair,11,Related + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,980.1937706913739,1,False,19973.50510521576,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,269.159357176732,151.159357176732,118.0,345.21722071836655,7.217220718366538,338.0,143.7208804230052,172.75355105912226,138.79270612243343,19.305493058977852,1,1,1,2,2,4,48.73436442748864,48.73436442748864,20000.0,21057.7578771115,4.774320491221943,70.39436500104847,0.0,0.0,True,False,"['unassigned customers remain: [7, 10, 11, 24]', 'high-floor customer 11 must be served by drone.']"
42,1084.2527718957374,161085.93764296733,1084.2527718957374,False,False,False,{},[],random_customer_removal,best_mode_repair,0,Random + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,979.7036738060282,2,False,160001.6848710716,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,293.16354335219313,175.16354335219313,118.0,349.3928003987321,11.392800398732133,338.0,143.7208804230052,200.18690668822072,219.09231536023333,25.60082144084317,1,1,1,2,2,7,4575.450954899738,4575.450954899738,160000.0,161085.93764296733,3546.153544646379,3511.0972855331647,0.0,15.0,True,False,"['customer 5 service_start 2015.354 exceeds latest 360.000.', 'customer 17 service_start 2031.476 exceeds latest 360.000.', 'customer 6 service_start 2033.863 exceeds latest 360.000.', 'customer 15 service_start 2039.081 exceeds latest 360.000.', 'customer 13 service_start 2039.886 exceeds latest 360.000.', 'customer 10 service_start 2075.801 exceeds latest 360.000.', 'timing fixed-point did not converge within 50 iterations.', 'van_1 departs position 3 before recovery_time 2036.251.', 'van_1 position 4 arrival 2015.354 is before propagated recovery arrival 2049.437.', 'van_1 departs position 5 before recovery_time 2048.296.', 'van_1 position 6 arrival 2059.957 is before propagated recovery arrival 2076.777.', 'van_2 departs position 6 before recovery_time 2084.866.', 'van_2 position 7 arrival 2094.973 is before propagated recovery arrival 2129.057.', 'van_1 departs position 4 before recovery_time 2041.911.', 'van_1 position 5 arrival 2031.476 is before propagated recovery arrival 2058.033.', 'drone_id drone_2 launch_position 3 is before previous recovery_position 5.']"
43,1084.2527718957374,21074.677304029028,1084.2527718957374,False,False,False,{},[],random_customer_removal,regret_repair,2,Random + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,979.2138219691252,3,False,19990.42453213329,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,280.6495251290336,162.64952512903355,118.0,350.6464796835955,12.646479683595501,338.0,143.7208804230052,185.88517157603835,243.20153237683658,25.504869597322678,1,1,1,2,2,9,97.27186815286144,97.27186815286144,20000.0,21074.677304029028,63.19182393841754,86.84190586034046,0.0,2.0,True,False,"['customer 13 service_start 365.862 exceeds latest 360.000.', 'customer 22 service_start 370.833 exceeds latest 360.000.']"
44,1084.2527718957374,301385.3333268116,1084.2527718957374,False,False,False,{},[],cascade_aware_removal,best_mode_repair,12,Cascade + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,978.7242150581407,4,False,300301.0805549159,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,244.1577447315634,126.1577447315634,118.0,697.7942828636626,21.794282863662584,676.0,143.7208804230052,144.1802796932153,419.1208243012036,40.400811295972325,1,1,1,2,4,13,13175.64304060972,13175.64304060972,300000.0,301385.3333268116,20158.026540400166,164.3020569413067,0.0,24.0,True,False,"['customer 21 service_start 2808.300 exceeds latest 360.000.', 'drone_id drone_2 is carried by van_1 before sortie but launches from van_2.', 'customer 11 service_start 2777.619 exceeds latest 360.000.', 'drone_id drone_3 is carried by van_1 before sortie but launches from van_2.', 'customer 24 service_start 2764.850 exceeds latest 360.000.', 'customer 10 service_start 2774.500 exceeds latest 360.000.', 'customer 6 service_start 2802.358 exceeds latest 360.000.', 'customer 7 service_start 2821.586 exceeds latest 360.000.', 'drone_id drone_3 is carried by van_2 before sortie but launches from van_1.', 'customer 20 service_start 2810.872 exceeds latest 360.000.', 'customer 23 service_start 2849.148 exceeds latest 360.000.', 'drone_id drone_4 is carried by van_2 before sortie but launches from van_1.', 'customer 17 service_start 2847.015 exceeds latest 360.000.', 'timing fixed-point did not converge within 54 iterations.', 'van_1 departs position 3 before recovery_time 2811.315.', 'van_1 position 4 arrival 2819.794 is before propagated recovery arrival 2837.706.', 'van_2 departs position 3 before recovery_time 2838.953.', 'van_2 position 4 arrival 2808.300 is before propagated recovery arrival 2852.754.', 'van_1 departs position 3 before recovery_time 2828.342.', 'van_1 position 4 arrival 2819.794 is before propagated recovery arrival 2854.734.', 'van_2 departs position 3 before recovery_time 2849.986.', 'van_2 position 4 arrival 2808.300 is before propagated recovery arrival 2863.786.', 'van_1 departs position 3 before recovery_time 2855.076.', 'van_1 position 4 arrival 2819.794 is before propagated recovery arrival 2881.467.', 'drone_id drone_2 is carried by van_1 before sortie but launches from van_2.', 'drone_id drone_3 is carried by van_1 before sortie but launches from van_2.', 'drone_id drone_3 is carried by van_2 before sortie but launches from van_1.', 'drone_id drone_4 launch_position 1 is before previous recovery_position 3.', 'drone_id drone_4 is carried by van_2 before sortie but launches from van_1.', 'van_1 carries 4 drones after recovery, exceeding max_drones_carried_per_van=3.']"
45,1084.2527718957374,201423.1329817725,1084.2527718957374,False,False,False,{},[],random_customer_removal,best_mode_repair,0,Random + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,978.2348529506116,5,False,200338.88020987678,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,291.6515415140562,173.6515415140562,118.0,688.1001410420428,12.100141042042752,676.0,143.7208804230052,198.45890458749278,232.69502003928372,23.703400184258996,1,1,1,2,4,8,6480.949105432161,6480.949105432161,200000.0,201423.1329817725,4993.572620625611,5002.74990703325,0.0,19.0,True,False,"['customer 16 service_start 2714.244 exceeds latest 360.000.', 'customer 14 service_start 2733.812 exceeds latest 360.000.', 'customer 5 service_start 2746.999 exceeds latest 360.000.', 'customer 17 service_start 2763.121 exceeds latest 360.000.', 'customer 19 service_start 2738.066 exceeds latest 360.000.', 'customer 7 service_start 2757.761 exceeds latest 360.000.', 'customer 24 service_start 2779.685 exceeds latest 360.000.', 'customer 20 service_start 2739.823 exceeds latest 360.000.', 'customer 23 service_start 2768.622 exceeds latest 360.000.', 'customer 13 service_start 2741.376 exceeds latest 360.000.', 'customer 10 service_start 2751.473 exceeds latest 360.000.', 'customer 11 service_start 2754.514 exceeds latest 360.000.', 'timing fixed-point did not converge within 52 iterations.', 'van_2 departs position 4 before recovery_time 2762.123.', 'van_2 position 5 arrival 2757.761 is before propagated recovery arrival 2781.819.', 'van_1 departs position 1 before recovery_time 2745.834.', 'van_1 position 2 arrival 2714.244 is before propagated recovery arrival 2761.086.', 'van_2 departs position 3 before recovery_time 2769.460.', 'van_2 position 4 arrival 2738.066 is before propagated recovery arrival 2784.908.', 'drone_id drone_3 launch_position 1 is before previous recovery_position 3.']"
46,1173.1954808230307,1173.1954808230307,1084.2527718957374,True,True,False,{},[],greedy_removal,greedy_van_repair,5,Greedy + Local,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,977.7457355241364,6,False,88.94270892729332,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,382.5536980599359,205.55369805993593,177.0,347.2604835466949,9.260483546694882,338.0,143.7208804230052,234.9185120684982,178.08622205182465,22.06747685372532,1,1,1,3,2,5,53.946808205031495,53.946808205031495,0.0,1173.1954808230307,4.774320491221943,78.43412404096031,0.0,0.0,True,True,[]
47,1173.1954808230307,211500.351598465,1084.2527718957374,False,False,False,{},[],cascade_aware_removal,best_mode_repair,12,Cascade + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,977.2568626563744,7,False,210327.15611764198,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,370.0338746236264,193.03387462362642,177.0,686.9364246249842,10.936424624984218,676.0,143.7208804230052,220.61014242700162,210.3158581727734,22.37350215388319,1,1,1,3,4,9,10681.14780391361,10681.14780391361,210000.0,211500.351598465,9873.762606910135,6601.015496812655,0.0,19.0,True,False,"['customer 16 service_start 3519.997 exceeds latest 360.000.', 'customer 14 service_start 3539.566 exceeds latest 360.000.', 'customer 5 service_start 3552.752 exceeds latest 360.000.', 'customer 20 service_start 3558.763 exceeds latest 360.000.', 'customer 13 service_start 3589.522 exceeds latest 360.000.', 'customer 6 service_start 3527.400 exceeds latest 360.000.', 'customer 23 service_start 3573.558 exceeds latest 360.000.', 'drone_id drone_4 is carried by van_2 before sortie but launches from van_1.', 'customer 17 service_start 3560.813 exceeds latest 360.000.', 'timing fixed-point did not converge within 54 iterations.', 'van_1 departs position 2 before recovery_time 3534.803.', 'van_1 position 3 arrival 3539.566 is before propagated recovery arrival 3554.371.', 'van_1 departs position 1 before recovery_time 3564.774.', 'van_1 position 2 arrival 3519.997 is before propagated recovery arrival 3580.026.', 'van_2 departs position 2 before recovery_time 3580.445.', 'van_2 position 3 arrival 3545.750 is before propagated recovery arrival 3605.778.', 'van_1 departs position 4 before recovery_time 3603.778.', 'van_1 position 5 arrival 3579.144 is before propagated recovery arrival 3630.170.', 'van_0 departs position 6 before recovery_time 3562.995.', 'drone_id drone_2 launch_position 1 is before previous recovery_position 4.', 'drone_id drone_4 is carried by van_2 before sortie but launches from van_1.']"
48,1173.1954808230307,31068.747188624624,1084.2527718957374,False,False,False,{},[],greedy_removal,best_mode_repair,4,Greedy + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,976.7682342250463,8,False,29895.551707801595,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,272.83085238565593,154.8308523856559,118.0,352.53503702256734,14.53503702256735,338.0,143.7208804230052,176.94954558360675,279.5199427416798,31.73556231589468,1,1,1,2,2,7,82.10084197188343,82.10084197188343,30000.0,31068.747188624624,35.629845260374395,91.00384415641238,0.0,3.0,True,False,"['customer 13 service_start 371.360 exceeds latest 360.000.', 'customer 22 service_start 376.331 exceeds latest 360.000.', 'customer 12 service_start 373.806 exceeds latest 360.000.']"
49,1083.517038609855,1083.517038609855,1083.517038609855,True,True,False,{},[],greedy_removal,regret_repair,6,Greedy + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,976.2798501079338,0,True,-89.67844221317569,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,290.3734378646687,172.3734378646687,118.0,349.7623015287863,11.762301528786258,338.0,143.7208804230052,196.9982147024785,226.19810632281266,25.648149057784543,1,1,1,2,2,6,61.278232096773436,61.278232096773436,0.0,1083.517038609855,16.082429321672237,78.43412404096031,0.0,0.0,True,True,[]
50,1083.517038609855,50907.91377921352,1083.517038609855,False,False,False,{},[],random_customer_removal,cascade_repair,3,Random + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,975.7917101828799,1,False,49824.39674060367,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,289.7097127553145,171.70971275531454,118.0,174.82276724180622,5.822767241806232,169.0,143.7208804230052,196.23967172035947,111.97629311165831,14.323652843191853,1,1,1,2,1,2,10.709888714246082,10.709888714246082,50000.0,50907.91377921352,0.0,16.519108556677764,0.0,0.0,True,False,"['unassigned customers remain: [5, 6, 7, 13, 14, 15, 21, 22]', 'high-floor customer 6 must be served by drone.', 'high-floor customer 13 must be served by drone.', 'high-floor customer 15 must be served by drone.', 'high-floor customer 22 must be served by drone.']"
51,1083.517038609855,80705.29275436314,1083.517038609855,False,False,False,{},[],cascade_aware_removal,cascade_repair,15,Cascade + Cascade,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,975.3038143277885,2,False,79621.77571575328,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,261.91145514673576,143.9114551467358,118.0,0.0,0.0,0.0,143.7208804230052,164.47023445341233,0.0,0.0,1,1,1,2,0,0,0.0,0.0,80000.0,80705.29275436314,0.0,0.0,0.0,0.0,True,False,"['unassigned customers remain: [6, 7, 8, 9, 11, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24]', 'high-floor customer 6 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 13 must be served by drone.', 'high-floor customer 15 must be served by drone.', 'high-floor customer 20 must be served by drone.', 'high-floor customer 22 must be served by drone.', 'high-floor customer 23 must be served by drone.']"
52,1083.517038609855,301073.4682331703,1083.517038609855,False,False,False,{},[],cascade_aware_removal,best_mode_repair,12,Cascade + Global,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,974.8161624206247,3,False,299989.95119456045,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,278.8562425172658,160.8562425172658,118.0,351.23069143663514,13.230691436635139,338.0,143.7208804230052,183.83570573401806,254.43637378144498,24.509313538155837,1,1,1,2,2,10,8603.432781958827,8603.432781958827,300000.0,301073.4682331703,9963.793773833488,3306.2824965400264,0.0,27.0,True,False,"['customer 21 service_start 3554.849 exceeds latest 360.000.', 'customer 16 service_start 3519.997 exceeds latest 360.000.', 'customer 14 service_start 3539.566 exceeds latest 360.000.', 'customer 5 service_start 3552.752 exceeds latest 360.000.', 'customer 20 service_start 3558.763 exceeds latest 360.000.', 'customer 22 service_start 3586.592 exceeds latest 360.000.', 'customer 6 service_start 3527.400 exceeds latest 360.000.', 'drone_id drone_2 is carried by van_1 before sortie but launches from van_0.', 'customer 23 service_start 3600.240 exceeds latest 360.000.', 'customer 7 service_start 3580.936 exceeds latest 360.000.', 'drone_id drone_3 is carried by van_0 before sortie but launches from van_1.', 'customer 15 service_start 3601.134 exceeds latest 360.000.', 'customer 17 service_start 3612.025 exceeds latest 360.000.', 'timing fixed-point did not converge within 54 iterations.', 'van_1 departs position 2 before recovery_time 3534.803.', 'van_1 position 3 arrival 3539.566 is before propagated recovery arrival 3554.371.', 'van_0 departs position 5 before recovery_time 3598.304.', 'van_0 position 6 arrival 3554.849 is before propagated recovery arrival 3612.104.', 'van_1 departs position 1 before recovery_time 3564.774.', 'van_1 position 2 arrival 3519.997 is before propagated recovery arrival 3580.026.', 'van_0 departs position 5 before recovery_time 3601.078.', 'van_0 position 6 arrival 3554.849 is before propagated recovery arrival 3614.878.', 'van_1 departs position 4 before recovery_time 3599.403.', 'van_1 position 5 arrival 3579.144 is before propagated recovery arrival 3625.794.', 'van_1 departs position 4 before recovery_time 3603.964.', 'van_1 position 5 arrival 3579.144 is before propagated recovery arrival 3630.356.', 'van_0 departs position 7 before recovery_time 3614.207.', 'drone_id drone_2 launch_position 1 is before previous recovery_position 4.', 'drone_id drone_2 is carried by van_1 before sortie but launches from van_0.', 'drone_id drone_3 is carried by van_0 before sortie but launches from van_1.']"
53,1080.9617708416854,1080.9617708416854,1080.9617708416854,True,True,False,{},[],greedy_removal,greedy_van_repair,5,Greedy + Local,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,974.3287543394144,0,True,-2.5552677681696423,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,290.3199880785904,172.3199880785904,118.0,347.2604835466949,9.260483546694882,338.0,143.7208804230052,196.93712923267475,178.08622205182465,22.06747685372532,1,1,1,2,2,5,53.946808205031495,53.946808205031495,0.0,1080.9617708416854,4.774320491221943,78.43412404096031,0.0,0.0,True,True,[]
54,1072.2059859917667,1072.2059859917667,1072.2059859917667,True,True,False,{},[],random_customer_removal,regret_repair,2,Random + Regret,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,973.8415899622448,0,True,-8.755784849918655,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,279.6966486441944,161.69664864419443,118.0,349.12803813117233,11.12803813117231,338.0,143.7208804230052,184.79616987907934,214.0007332917752,22.556860234769534,1,1,1,2,2,7,146.73990946267176,146.73990946267176,0.0,1072.2059859917667,54.82017286765512,171.51387771744274,0.0,0.0,True,True,[]
55,1072.2059859917667,71224.45857839835,1072.2059859917667,False,False,False,{},[],greedy_removal,greedy_van_repair,5,Greedy + Local,paper_mode,08a24ddd74d3d05577f7673df93d8f302b78f3f65d806c91d19e5a67c55d71a1,973.3546691672638,1,False,70152.25259240658,443.38129921640007,277.38129921640007,166.0,277.38129921640007,0.0,259.895342582459,141.89534258245902,118.0,521.1819365994936,14.181936599493586,507.0,143.7208804230052,162.1661058085246,272.72954999026126,27.14124933439941,1,1,1,2,3,8,263.01058396602394,263.01058396602394,70000.0,71224.45857839835,158.0778173713813,247.59403450423414,0.0,4.0,True,False,"['customer 10 service_start 417.156 exceeds latest 360.000.', 'customer 17 service_start 472.165 exceeds latest 360.000.', 'drone_id drone_3 is carried by van_1 before sortie but launches from van_0.', 'customer 7 service_start 386.007 exceeds latest 360.000.', 'drone_id drone_3 continues after returning to terminal warehouse.', 'drone_id drone_3 is carried by __warehouse__ before sortie but launches from van_0.', 'drone_id drone_3 continues after recovery at warehouse node 3.']"
