iteration,current_cost,candidate_cost,best_cost,accepted,candidate_feasible,destroy,repair,temperature,truck_cost,truck_transport_cost,truck_fixed_cost,van_cost,van_transport_cost,van_fixed_cost,drone_cost,drone_transport_cost,drone_fixed_cost,truck_distance,van_distance,drone_distance,drone_energy,used_trucks,used_vans,used_drones,used_drone_sorties,waiting_cost,waiting_cost_reported,penalty_cost,total_cost,van_waiting_time,drone_waiting_time,early_waiting_time,num_time_window_violations,waiting_cost_reported_not_optimized,feasible
27,20379.387409155748,20379.387409155748,20379.387409155748,False,False,route_segment_removal,best_mode_repair,987.080925932324,240.1799225814728,74.17992258147278,166.0,139.20748657427634,80.20748657427634,59.0,0.0,0.0,0.0,38.435193047395224,91.6656989420301,0.0,0.0,1,1,0,0,0.0,0.0,20000.0,20379.387409155748,0.0,0.0,0.0,0.0,True,False
28,20379.387409155748,20379.387409155748,20379.387409155748,False,False,related_customer_removal,greedy_van_repair,986.587385469358,240.1799225814728,74.17992258147278,166.0,139.20748657427634,80.20748657427634,59.0,0.0,0.0,0.0,38.435193047395224,91.6656989420301,0.0,0.0,1,1,0,0,0.0,0.0,20000.0,20379.387409155748,0.0,0.0,0.0,0.0,True,False
29,20379.387409155748,20379.387409155748,20379.387409155748,False,False,greedy_removal,best_mode_repair,986.0940917766234,240.1799225814728,74.17992258147278,166.0,139.20748657427634,80.20748657427634,59.0,0.0,0.0,0.0,38.435193047395224,91.6656989420301,0.0,0.0,1,1,0,0,0.0,0.0,20000.0,20379.387409155748,0.0,0.0,0.0,0.0,True,False
30,20379.387409155748,20539.294022334725,20379.387409155748,False,False,cascade_aware_removal,greedy_drone_repair,985.6010447307351,240.1799225814728,74.17992258147278,166.0,128.85701143209727,69.85701143209727,59.0,170.2570883211564,1.2570883211564141,169.0,38.435193047395224,79.83658449382544,24.17477540685412,1.489770534447385,1,1,1,1,11.75498454158283,11.75498454158283,20000.0,20539.294022334725,18.13108155514061,0.0,0.0,0.0,True,False
31,20379.387409155748,10549.548403061357,20379.387409155748,False,False,random_customer_removal,greedy_drone_repair,985.1082442083698,240.1799225814728,74.17992258147278,166.0,139.11139215872794,80.11139215872795,59.0,170.2570883211564,1.2570883211564141,169.0,38.435193047395224,91.55587675283195,24.17477540685412,1.5653167075938041,1,1,1,1,11.75498454158283,11.75498454158283,10000.0,10549.548403061357,18.13108155514061,0.0,0.0,0.0,True,False
32,20379.387409155748,20379.387409155748,20379.387409155748,False,False,drone_task_removal,best_mode_repair,984.6156900862657,240.1799225814728,74.17992258147278,166.0,139.20748657427634,80.20748657427634,59.0,0.0,0.0,0.0,38.435193047395224,91.6656989420301,0.0,0.0,1,1,0,0,0.0,0.0,20000.0,20379.387409155748,0.0,0.0,0.0,0.0,True,False
33,20379.387409155748,20379.387409155748,20379.387409155748,False,False,cascade_aware_removal,regret_repair,984.1233822412225,240.1799225814728,74.17992258147278,166.0,139.20748657427634,80.20748657427634,59.0,0.0,0.0,0.0,38.435193047395224,91.6656989420301,0.0,0.0,1,1,0,0,0.0,0.0,20000.0,20379.387409155748,0.0,0.0,0.0,0.0,True,False
34,20379.387409155748,20379.387409155748,20379.387409155748,False,False,cascade_aware_removal,greedy_van_repair,983.631320550102,240.1799225814728,74.17992258147278,166.0,139.20748657427634,80.20748657427634,59.0,0.0,0.0,0.0,38.435193047395224,91.6656989420301,0.0,0.0,1,1,0,0,0.0,0.0,20000.0,20379.387409155748,0.0,0.0,0.0,0.0,True,False
35,20379.387409155748,30375.13467346945,20379.387409155748,False,False,random_customer_removal,greedy_van_repair,983.139504889827,240.1799225814728,74.17992258147278,166.0,134.9547508879756,75.95475088797559,59.0,0.0,0.0,0.0,38.435193047395224,86.80542958625782,0.0,0.0,1,1,0,0,0.0,0.0,30000.0,30375.13467346945,0.0,0.0,0.0,0.0,True,False
36,20379.387409155748,20379.387409155748,20379.387409155748,False,False,route_segment_removal,greedy_van_repair,982.6479351373821,240.1799225814728,74.17992258147278,166.0,139.20748657427634,80.20748657427634,59.0,0.0,0.0,0.0,38.435193047395224,91.6656989420301,0.0,0.0,1,1,0,0,0.0,0.0,20000.0,20379.387409155748,0.0,0.0,0.0,0.0,True,False
37,20379.387409155748,30379.2913147402,20379.387409155748,False,False,route_segment_removal,greedy_van_repair,982.1566111698135,240.1799225814728,74.17992258147278,166.0,139.11139215872794,80.11139215872795,59.0,0.0,0.0,0.0,38.435193047395224,91.55587675283195,0.0,0.0,1,1,0,0,0.0,0.0,30000.0,30379.2913147402,0.0,0.0,0.0,0.0,True,False
38,20379.387409155748,20546.898659276314,20379.387409155748,False,False,route_segment_removal,greedy_drone_repair,981.6655328642286,240.1799225814728,74.17992258147278,166.0,137.123182861132,78.123182861132,59.0,169.59555383370844,0.5955538337084457,169.0,38.435193047395224,89.28363755557942,11.452958340547033,0.9921125162498867,1,1,1,1,5.569000993090994,5.569000993090994,20000.0,20546.898659276314,8.589718755410274,0.0,0.0,0.0,True,False
39,20379.387409155748,20379.387409155748,20379.387409155748,False,False,related_customer_removal,regret_repair,981.1747000977965,240.1799225814728,74.17992258147278,166.0,139.20748657427634,80.20748657427634,59.0,0.0,0.0,0.0,38.435193047395224,91.6656989420301,0.0,0.0,1,1,0,0,0.0,0.0,20000.0,20379.387409155748,0.0,0.0,0.0,0.0,True,False
40,20379.387409155748,20379.387409155748,20379.387409155748,False,False,random_customer_removal,greedy_van_repair,980.6841127477477,240.1799225814728,74.17992258147278,166.0,139.20748657427634,80.20748657427634,59.0,0.0,0.0,0.0,38.435193047395224,91.6656989420301,0.0,0.0,1,1,0,0,0.0,0.0,20000.0,20379.387409155748,0.0,0.0,0.0,0.0,True,False
41,20379.387409155748,10551.132002660088,20379.387409155748,False,False,switch_transshipment_operator,cascade_repair,980.1937706913739,269.3022467039268,103.3022467039268,166.0,103.98989296060434,44.98989296060434,59.0,177.83986299555596,8.839862995555958,169.0,53.524480157475026,51.417020526404954,169.99736529915305,14.591962832450953,1,1,1,3,82.66121887671314,82.66121887671314,10000.0,10551.132002660088,127.49802397436474,0.0,0.0,0.0,True,False
42,20379.387409155748,10545.295719774856,20379.387409155748,False,False,drone_task_removal,greedy_drone_repair,979.7036738060282,240.1799225814728,74.17992258147278,166.0,134.9547508879756,75.95475088797559,59.0,170.16104630540792,1.1610463054079148,169.0,38.435193047395224,86.80542958625782,22.327813565536825,2.7714398588222586,1,1,1,1,10.856899346242283,10.856899346242283,10000.0,10545.295719774856,16.745860174152625,0.0,0.0,0.0,True,False
43,20379.387409155748,10549.548403061357,20379.387409155748,False,False,cascade_aware_removal,regret_repair,979.2138219691252,240.1799225814728,74.17992258147278,166.0,139.11139215872794,80.11139215872795,59.0,170.2570883211564,1.2570883211564141,169.0,38.435193047395224,91.55587675283195,24.17477540685412,1.5653167075938041,1,1,1,1,11.75498454158283,11.75498454158283,10000.0,10549.548403061357,18.13108155514061,0.0,0.0,0.0,True,False
44,20379.387409155748,10545.295719774856,20379.387409155748,False,False,route_segment_removal,greedy_drone_repair,978.7242150581407,240.1799225814728,74.17992258147278,166.0,134.9547508879756,75.95475088797559,59.0,170.16104630540792,1.1610463054079148,169.0,38.435193047395224,86.80542958625782,22.327813565536825,2.7714398588222586,1,1,1,1,10.856899346242283,10.856899346242283,10000.0,10545.295719774856,16.745860174152625,0.0,0.0,0.0,True,False
45,590.5792051109537,590.5792051109537,590.5792051109537,True,True,switch_transshipment_operator,best_mode_repair,978.2348529506116,269.3022467039268,103.3022467039268,166.0,149.2267155862462,90.22671558624619,59.0,172.0502428207807,3.050242820780699,169.0,53.524480157475026,103.11624638428135,58.65851578424421,10.246221732882153,1,1,1,1,28.522703300088747,28.522703300088747,0.0,590.5792051109537,43.99388683818316,0.0,0.0,0.0,True,True
46,589.0904552315178,589.0904552315178,589.0904552315178,True,True,greedy_removal,greedy_drone_repair,977.7457355241364,269.3022467039268,103.3022467039268,166.0,147.14241187310182,88.14241187310184,59.0,172.64579665448915,3.6457966544891445,169.0,53.524480157475026,100.73418499783067,70.11147412479124,11.23833424913204,1,1,1,2,34.09170429317974,34.09170429317974,0.0,589.0904552315178,52.58360559359343,0.0,0.0,0.0,True,True
47,589.0904552315178,30586.04021241074,589.0904552315178,False,False,drone_task_removal,greedy_van_repair,977.2568626563744,269.3022467039268,103.3022467039268,166.0,147.14241187310182,88.14241187310184,59.0,169.59555383370844,0.5955538337084457,169.0,53.524480157475026,100.73418499783067,11.452958340547033,0.9921125162498867,1,1,1,1,5.569000993090994,5.569000993090994,30000.0,30586.04021241074,8.589718755410274,0.0,0.0,0.0,True,False
48,547.4371951721979,547.4371951721979,547.4371951721979,True,True,cascade_aware_removal,regret_repair,976.7682342250463,269.3022467039268,103.3022467039268,166.0,102.5656986805813,43.5656986805813,59.0,175.56924978768976,6.569249787689765,169.0,53.524480157475026,49.78936992066434,126.33172668634165,16.67246833535166,1,1,1,2,61.42880210123364,61.42880210123364,0.0,547.4371951721979,94.74879501475627,0.0,0.0,0.0,True,True
49,550.1033256394212,550.1033256394212,547.4371951721979,True,True,route_segment_removal,regret_repair,976.2798501079338,269.3022467039268,103.3022467039268,166.0,102.5656986805813,43.5656986805813,59.0,178.23538025491308,9.235380254913075,169.0,53.524480157475026,49.78936992066434,177.60346644063605,17.77351376913902,1,1,1,3,113.37168922556644,113.37168922556644,0.0,550.1033256394212,174.86635870267318,0.0,0.0,0.0,True,True
50,549.7925301425488,549.7925301425488,547.4371951721979,True,True,random_customer_removal,best_mode_repair,975.7917101828799,269.3022467039268,103.3022467039268,166.0,103.98989296060434,44.98989296060434,59.0,176.50039047801764,7.500390478017648,169.0,53.524480157475026,51.417020526404954,144.23827842341632,14.236527636754277,1,1,1,2,73.99478278065882,73.99478278065882,0.0,549.7925301425488,114.13077035577197,0.0,0.0,0.0,True,True
51,717.9638896962342,717.9638896962342,547.4371951721979,True,True,random_customer_removal,best_mode_repair,975.3038143277885,269.3022467039268,103.3022467039268,166.0,102.5656986805813,43.5656986805813,59.0,346.0959443117261,8.095944311726093,338.0,53.524480157475026,49.78936992066434,155.69123676396336,15.228640153004163,1,1,2,3,73.99478278065882,73.99478278065882,0.0,717.9638896962342,114.13077035577197,0.0,0.0,0.0,True,True
52,717.9638896962342,717.9638896962342,547.4371951721979,True,True,random_customer_removal,best_mode_repair,974.8161624206247,269.3022467039268,103.3022467039268,166.0,102.5656986805813,43.5656986805813,59.0,346.0959443117261,8.095944311726093,338.0,53.524480157475026,49.78936992066434,155.69123676396336,15.228640153004163,1,1,2,3,73.99478278065882,73.99478278065882,0.0,717.9638896962342,114.13077035577197,0.0,0.0,0.0,True,True
53,717.9638896962342,10553.364485436761,547.4371951721979,False,False,switch_transshipment_operator,best_mode_repair,974.3287543394144,240.1799225814728,74.17992258147278,166.0,141.76642822872378,82.76642822872378,59.0,171.41813462656432,2.4181346265643286,169.0,38.435193047395224,94.59020368997004,46.502588972390946,4.336756566416063,1,1,1,2,22.611883887825115,22.611883887825115,10000.0,10553.364485436761,34.876941729293236,0.0,0.0,0.0,True,False
54,717.9638896962342,717.9638896962342,547.4371951721979,True,True,related_customer_removal,best_mode_repair,973.8415899622448,269.3022467039268,103.3022467039268,166.0,102.5656986805813,43.5656986805813,59.0,346.0959443117261,8.095944311726093,338.0,53.524480157475026,49.78936992066434,155.69123676396336,15.228640153004163,1,1,2,3,73.99478278065882,73.99478278065882,0.0,717.9638896962342,114.13077035577197,0.0,0.0,0.0,True,True
55,547.9090151444376,547.9090151444376,547.4371951721979,True,True,route_segment_removal,regret_repair,973.3546691672638,269.3022467039268,103.3022467039268,166.0,102.5656986805813,43.5656986805813,59.0,176.0410697599295,7.041069759929515,169.0,53.524480157475026,49.78936992066434,135.40518769095223,18.709292716123144,1,1,1,2,65.84077251472553,65.84077251472553,0.0,547.9090151444376,101.55389076821419,0.0,0.0,0.0,True,True
56,547.5080277149167,547.5080277149167,547.4371951721979,True,True,random_customer_removal,best_mode_repair,972.8679918326802,269.3022467039268,103.3022467039268,166.0,102.5656986805813,43.5656986805813,59.0,175.64008233040857,6.640082330408567,169.0,53.524480157475026,49.78936992066434,127.69389096939553,17.53524779026614,1,1,1,2,70.02764084166103,70.02764084166103,0.0,547.5080277149167,108.01178535988848,0.0,0.0,0.0,True,True
57,547.5080277149167,10553.364485436761,547.4371951721979,False,False,switch_transshipment_operator,best_mode_repair,972.3815578367639,240.1799225814728,74.17992258147278,166.0,141.76642822872378,82.76642822872378,59.0,171.41813462656432,2.4181346265643286,169.0,38.435193047395224,94.59020368997004,46.502588972390946,4.336756566416063,1,1,1,2,22.611883887825115,22.611883887825115,10000.0,10553.364485436761,34.876941729293236,0.0,0.0,0.0,True,False
58,547.5080277149167,20549.089029105427,547.4371951721979,False,False,route_segment_removal,greedy_drone_repair,971.8953670578456,269.3022467039268,103.3022467039268,166.0,103.98989296060434,44.98989296060434,59.0,175.79688944089804,6.796889440898045,169.0,53.524480157475026,51.417020526404954,130.70941232496244,11.526947440542152,1,1,1,2,100.10289981721883,100.10289981721883,20000.0,20549.089029105427,154.40035961524754,0.0,0.0,0.0,True,False
59,590.5792051109537,590.5792051109537,547.4371951721979,True,True,route_segment_removal,best_mode_repair,971.4094193743168,269.3022467039268,103.3022467039268,166.0,149.2267155862462,90.22671558624619,59.0,172.0502428207807,3.050242820780699,169.0,53.524480157475026,103.11624638428135,58.65851578424421,10.246221732882153,1,1,1,1,28.522703300088747,28.522703300088747,0.0,590.5792051109537,43.99388683818316,0.0,0.0,0.0,True,True
60,590.5792051109537,30381.946350810198,547.4371951721979,False,False,switch_transshipment_operator,greedy_van_repair,970.9237146646298,240.1799225814728,74.17992258147278,166.0,141.76642822872378,82.76642822872378,59.0,0.0,0.0,0.0,38.435193047395224,94.59020368997004,0.0,0.0,1,1,0,0,0.0,0.0,30000.0,30381.946350810198,0.0,0.0,0.0,0.0,True,False
61,590.5792051109537,590.5792051109537,547.4371951721979,True,True,drone_task_removal,greedy_drone_repair,970.4382528072975,269.3022467039268,103.3022467039268,166.0,149.2267155862462,90.22671558624619,59.0,172.0502428207807,3.050242820780699,169.0,53.524480157475026,103.11624638428135,58.65851578424421,10.246221732882153,1,1,1,1,28.522703300088747,28.522703300088747,0.0,590.5792051109537,43.99388683818316,0.0,0.0,0.0,True,True
62,589.0904552315178,589.0904552315178,547.4371951721979,True,True,cascade_aware_removal,regret_repair,969.9530336808939,269.3022467039268,103.3022467039268,166.0,147.14241187310182,88.14241187310184,59.0,172.64579665448915,3.6457966544891445,169.0,53.524480157475026,100.73418499783067,70.11147412479124,11.23833424913204,1,1,1,2,34.09170429317974,34.09170429317974,0.0,589.0904552315178,52.58360559359343,0.0,0.0,0.0,True,True
63,589.0904552315178,30381.946350810198,547.4371951721979,False,False,switch_transshipment_operator,greedy_drone_repair,969.4680571640534,240.1799225814728,74.17992258147278,166.0,141.76642822872378,82.76642822872378,59.0,0.0,0.0,0.0,38.435193047395224,94.59020368997004,0.0,0.0,1,1,0,0,0.0,0.0,30000.0,30381.946350810198,0.0,0.0,0.0,0.0,True,False
64,547.4371951721979,547.4371951721979,547.4371951721979,True,True,cascade_aware_removal,regret_repair,968.9833231354714,269.3022467039268,103.3022467039268,166.0,102.5656986805813,43.5656986805813,59.0,175.56924978768976,6.569249787689765,169.0,53.524480157475026,49.78936992066434,126.33172668634165,16.67246833535166,1,1,1,2,61.42880210123364,61.42880210123364,0.0,547.4371951721979,94.74879501475627,0.0,0.0,0.0,True,True
65,541.7250875946496,541.7250875946496,541.7250875946496,True,True,related_customer_removal,cascade_repair,968.4988314739038,269.3022467039268,103.3022467039268,166.0,96.05285812577003,37.05285812577004,59.0,176.36998276495277,7.369982764952762,169.0,53.524480157475026,42.34612357230861,141.73043778755311,19.12410739912862,1,1,1,2,77.03903648941001,77.03903648941001,0.0,541.7250875946496,118.82627736155786,0.0,0.0,0.0,True,True
66,549.1982974259333,549.1982974259333,541.7250875946496,True,True,route_segment_removal,greedy_drone_repair,968.0145820581669,269.3022467039268,103.3022467039268,166.0,103.98989296060434,44.98989296060434,59.0,175.90615776140226,6.906157761402268,169.0,53.524480157475026,51.417020526404954,132.81072618081282,13.564915848872797,1,1,1,2,102.14642754203332,102.14642754203332,0.0,549.1982974259333,157.55233039902313,0.0,0.0,0.0,True,True
67,548.2927650002256,548.2927650002256,541.7250875946496,True,True,random_customer_removal,best_mode_repair,967.5305747671379,269.3022467039268,103.3022467039268,166.0,103.98989296060434,44.98989296060434,59.0,175.00062533569445,6.000625335694453,169.0,53.524480157475026,51.417020526404954,115.39664107104718,13.052674462534368,1,1,1,2,56.11161672079672,56.11161672079672,0.0,548.2927650002256,86.54748080328542,0.0,0.0,0.0,True,True
68,548.2927650002256,30381.946350810198,541.7250875946496,False,False,switch_transshipment_operator,cascade_repair,967.0468094797543,240.1799225814728,74.17992258147278,166.0,141.76642822872378,82.76642822872378,59.0,0.0,0.0,0.0,38.435193047395224,94.59020368997004,0.0,0.0,1,1,0,0,0.0,0.0,30000.0,30381.946350810198,0.0,0.0,0.0,0.0,True,False
69,547.4465010476468,547.4465010476468,541.7250875946496,True,True,cascade_aware_removal,cascade_repair,966.5632860750145,269.3022467039268,103.3022467039268,166.0,102.5656986805813,43.5656986805813,59.0,175.57855566313873,6.5785556631387365,169.0,53.524480157475026,49.78936992066434,126.5106858295911,19.00722541393253,1,1,1,2,61.51582098463868,61.51582098463868,0.0,547.4465010476468,94.88301437219334,0.0,0.0,0.0,True,True
