iteration,current_cost,candidate_cost,best_cost,accepted,candidate_feasible,destroy,repair,temperature,truck_cost,truck_transport_cost,truck_fixed_cost,van_cost,van_transport_cost,van_fixed_cost,drone_cost,drone_transport_cost,drone_fixed_cost,truck_distance,van_distance,drone_distance,drone_energy,used_trucks,used_vans,used_drones,used_drone_sorties,waiting_cost,waiting_cost_reported,penalty_cost,total_cost,van_waiting_time,drone_waiting_time,early_waiting_time,num_time_window_violations,waiting_cost_reported_not_optimized,feasible
0,689.153366610744,689.153366610744,689.153366610744,True,True,manual_flexible_docking_pickup_delivery_case,manual_flexible_docking_pickup_delivery_case,0.0,240.1799225814728,74.17992258147278,166.0,277.8934440292711,159.8934440292711,118.0,171.08,2.08,169.0,38.435193047395224,182.73536460488125,40.0,1.9649999999999999,1,2,1,1,15.56,15.56,0.0,689.153366610744,24.0,0.0,0.0,0.0,True,True
